,dt,mis_val,knn,loc_method,path1_av,path2_av,path3_av,path1_b,path2_b,path3_b,path1_av_i,path2_av_i,path3_av_i
86,10s,ignore,3,gaus_normal,"[14.430622350487116, 9.986048077733955]","[9.175340049908659, 3.7664460107161086]","[10.93925991481379, 4.4187944128881504]","[14.416206410691862, 11.631130315866178]","[6.10372398420249, 4.037268501277877]","[11.128190933720221, 7.061336624255521]",[17.45982699938593],[11.436725531525862],[13.554967800995751]
87,10s,ignore,3,gaus_top,"[15.010625355244136, 11.110499209133316]","[8.852451355855857, 3.5660492257030207]","[11.759706000000001, 5.449644360424429]","[17.033630427093765, 12.805882588232297]","[7.444358430930929, 5.191538981022939]","[13.598013950617284, 6.929522065840489]",[19.18206149605161],[13.354489842008675],[15.77765767489712]
88,10s,ignore,6,average,"[14.756708891613837, 9.624038847555404]","[8.379129855855851, 4.066286133403371]","[10.549612796296294, 3.524246984209754]","[14.701589964130797, 10.37579542563641]","[6.120117263513514, 4.012353840952534]","[10.245560041152263, 5.066500842150925]",[17.62689109292626],[10.53466043960627],[12.456561006172839]
89,10s,ignore,6,gaus_80,"[14.503688311714237, 10.378287492686834]","[8.31779204348976, 3.7788889841041993]","[11.194151051150923, 3.756348519154702]","[14.87374586548702, 11.502022964354657]","[5.386014268185133, 3.9262883351572917]","[10.603660396744987, 6.671783977704811]",[17.441437092679923],[9.723171934872422],[13.060805890813203]
90,10s,ignore,6,gaus_normal,"[14.423479592245021, 10.053767150839853]","[8.197090108950404, 4.150789483749099]","[10.853295361957652, 3.6057438788125435]","[14.300665209654385, 10.993183019688809]","[5.478260601487558, 4.091382016572494]","[10.179710944259732, 5.979830819652854]",[17.39081008325865],[9.88186273451751],[12.723622166758265]
91,10s,ignore,6,gaus_top,"[14.226941244133023, 11.324733862569314]","[7.690258189189191, 3.6273589026932473]","[10.256369098765433, 3.717529778923917]","[15.460837656545433, 13.347381286057642]","[8.216388957290626, 8.816862044797269]","[9.169043744855967, 9.169199489952689]",[18.608511159381607],[11.481163302969636],[12.108668469135804]
92,10s,ignore,12,average,"[13.970926067539763, 9.937955343413279]","[7.3789696753003, 3.321715866783801]","[9.986293546296299, 3.1744907575129635]","[14.467645195612281, 8.635343358808884]","[6.334954512846179, 3.9283500782558494]","[9.104161965020575, 4.133681910047376]",[16.309461010927595],[8.98858798127294],[11.674536661522634]
93,10s,ignore,12,gaus_80,"[13.626374316388558, 11.176493235229463]","[7.150722727342221, 2.956217772163179]","[10.577105936200411, 3.721928908062283]","[14.686464580645918, 10.115096010052513]","[5.379214325363525, 4.235837244411184]","[9.16080303096128, 5.579541073288929]",[16.351904105792773],[7.848296342738026],[12.171365553830517]
94,10s,ignore,12,gaus_normal,"[13.526514734620928, 10.842378492169225]","[7.210223682839548, 3.0824668387808973]","[10.297873537296987, 3.3731752124549357]","[14.243817255092043, 9.466650675388163]","[5.3918137502736805, 4.08541114693909]","[9.03478171200532, 4.696467154507114]",[16.18086757417199],[8.053478926448445],[11.886587499840712]
95,10s,ignore,12,gaus_top,"[16.32170368857747, 11.056722874638806]","[6.043632689189188, 4.055204825039597]","[10.491918765432096, 4.768376688925455]","[16.764508767656547, 12.833122861569747]","[5.71897614114114, 6.313810247014662]","[8.949844835390946, 6.419251796221663]",[19.117745453008567],[7.9642030699032365],[11.572989131687244]
